chromosome,start,end,value
2,18498672,18500879,0.01226
2,18500803,18502562,0.0126
2,18502987,18504718,0.00549
2,18505101,18508298,0.00867
2,18508271,18510364,0.01267
2,18511313,18516468,0.00971
2,18517656,18519731,0.00028
2,18524311,18526827,0.00097
2,18527251,18528295,0.00378
2,18529488,18531752,0.00292
2,18537177,18538479,0.00197
2,18542175,18548652,0.00773
2,18548813,18552171,0.00668
2,18552173,18556674,0.0013
2,18558885,18561621,0.00333
2,18563938,18565339,0.01106
2,18564017,18567892,0.01157
2,18567852,18569859,0.00306
2,18572191,18576970,0.00047
2,18577500,18578945,0.00747
2,18582697,18584127,0.00457
2,18584291,18586873,0.01074
2,18586974,18588452,0.00504
2,18591628,18592729,0.01122
2,18595178,18598481,0.00458
2,18599498,18601339,0.0088
2,18603455,18604878,0.00207
2,18606410,18607853,0.01082
2,18608824,18610574,0.00648
2,18610806,18613302,0.00799
2,18613305,18615770,0.00278
2,18617862,18620451,0.00861
2,18624264,18625791,0.01083
2,18626188,18627157,0.01236
2,18628252,18630779,0.0082
2,18637335,18640039,0.00217
2,18641563,18642739,0.00046
2,18644061,18646606,0.00167
2,18655760,18659111,0.0056
2,18660696,18661296,0.00827
2,18661460,18663064,0.00407
2,18664390,18666475,0.00641
2,18666409,18669873,0.00768
2,18670009,18672469,0.00358
2,18672497,18676484,0.01123
2,18677311,18681889,0.01298
2,18682081,18684042,0.01091
2,18684116,18686197,0.00776
2,18685898,18688061,0.00394
2,18691664,18694725,0.00794
2,18694816,18696691,0.00523
2,18698592,18699514,0.00247
2,18699428,18703093,0.00862
2,18703772,18706401,0.01086
2,18709301,18710153,0.00835
2,18710344,18710917,0.01081
2,18710961,18711548,0.00375
2,18712220,18713211,0.00057
2,18718348,18720729,0.01201
2,18727504,18729272,0.01097
2,18730840,18733119,0.00351
2,18733275,18734341,0.01102
2,18736803,18741916,0.00422
2,18742477,18744322,0.00235
2,18745249,18747634,0.00189
2,18747509,18749215,0.00465
2,18749352,18752866,0.01108
2,18753023,18755172,0.00098
2,18755045,18756302,0.0056
2,18756471,18757513,0.00683
2,18757489,18772906,0.01271
2,18773517,18775797,0.00307
2,18776015,18778676,0.0129
2,18779321,18781973,0.00419
2,18782231,18784530,0.01129
2,18785990,18789113,0.01146
2,18789489,18791015,0.00092
2,18791289,18792586,0.01117
2,18792864,18795904,0.00999
2,18795926,18797263,0.00056
2,18799528,18801471,0.00848
2,18804190,18806586,0.00692
2,18807505,18811125,0.00911
2,18814660,18818545,0.00034
2,18820242,18821889,0.00895
2,18823167,18825763,0.01032
2,18825954,18826899,0.00611
2,18826937,18830664,0.00153
2,18831130,18832673,0.00655
2,18833086,18836374,0.00399
2,18836264,18839273,0.00324
2,18839435,18841403,0.0084
2,18842516,18845576,0.01278
2,18846944,18847835,0.01243
2,18851088,18853741,0.01063
2,18855675,18858018,0.00013
2,18857941,18859278,0.00017
2,18859472,18862970,0.00666
2,18862953,18864741,0.00094
2,18865923,18868542,0.00969
2,18869153,18871786,0.00205
2,18871479,18873972,0.00661
2,18874566,18875653,0.00199
2,18875736,18877679,0.00177
2,18878518,18882995,0.0001
2,18883377,18885729,0.00969
2,18885751,18889178,0.01054
2,18894030,18898528,0.00364
2,18898629,18901326,0.00076
2,18901392,18902914,0.01289
2,18902963,18904325,0.00226
2,18904324,18908121,0.00619
2,18910081,18911982,0.0114
2,18912095,18914739,0.00943
2,18917272,18919198,0.00312
2,18919316,18921511,0.00495
2,18921024,18922179,0.00483
2,18922533,18932055,0.00145
2,18932019,18934138,0.00016
2,18935236,18938447,0.0115
2,18939262,18941034,0.0081
2,18941099,18945112,0.00357
2,18945937,18948067,0.01282
2,18948116,18950120,0.00016
2,18950802,18953275,0.01261
2,18953275,18954619,0.00327
2,18954570,18956582,0.0049
2,18957212,18957925,0.00932
2,18958999,18960645,0.0001
2,18961283,18962423,0.00171
2,18962743,18964689,0.01163
2,18965068,18967271,0.0033
2,18967269,18971409,0.00841
2,18971769,18972804,0.00528
2,18974367,18979061,0.00838
2,18977344,18979309,0.00412
2,18979399,18980940,0.0057
2,18981911,18984292,0.00814
2,18984199,18985959,0.00247
2,18986133,18990220,0.01127
2,18991171,18993371,0.00275
2,18995645,18998672,0.00091
2,19000180,19003403,0.00943
2,19003158,19005732,0.01212
2,19005771,19007952,0.00487
2,19008175,19009651,0.00253
2,19011167,19011355,0.00365
2,19011462,19013018,0.00801
2,19015808,19018491,0.00551
2,19018264,19019364,0.00874
2,19022154,19027528,0.00536
2,19028359,19029127,0.00655
2,19033586,19036683,0.00437
2,19037800,19038431,3e-05
2,19039024,19042348,0.00109
2,19042301,19043234,0.00966
2,19043411,19044955,0.01083
2,19049021,19050369,8e-05
2,19053470,19057162,0.00861
2,19057999,19061492,0.0077
2,19061688,19064937,0.00543
2,19065536,19069569,0.01052
2,19069385,19071083,0.01082
2,19071537,19072019,0.0092
2,19072277,19075124,0.00508
2,19076362,19078540,0.00333
2,19079305,19080143,0.00594
2,19080254,19081751,0.00128
2,19082344,19083811,0.00972
2,19083910,19085776,0.00931
2,19086492,19089229,0.00551
2,19089486,19090776,0.01295
2,19090953,19093373,0.00838
2,19096413,19100373,0.01032
2,19104632,19108486,0.00045
2,19109513,19110497,0.00673
2,19110472,19111837,0.00895
2,19111961,19114227,0.0049
2,19115322,19125856,0.00126
2,19126272,19129069,0.01112
2,19126641,19126751,0.00598
2,19129230,19130712,0.00085
2,19132925,19135383,0.01104
2,19136019,19136600,0.00482
2,19136566,19138762,0.01247
2,19138769,19140849,0.00172
2,19145218,19147147,0.00583
2,19148662,19151080,0.00205
2,19151481,19152739,0.00551
2,19153328,19155579,0.01266
2,19164357,19165233,0.00895
2,19165274,19166967,0.00748
2,19180705,19181600,0.00165
2,19182653,19186812,0.01254
2,19191247,19195093,0.01044
2,19197330,19200442,0.01204
2,19204185,19205136,0.00513
2,19205157,19207608,0.00545
2,19207991,19211021,0.00374
2,19212881,19215210,0.00706
2,19220194,19220586,0.00926
2,19220725,19222916,0.00422
2,19229070,19231539,0.00503
2,19232607,19235179,0.00097
2,19235374,19239577,0.00711
2,19239694,19242772,0.00918
2,19243348,19245141,0.01075
2,19245591,19248915,0.00871
2,19248971,19249909,0.00895
2,19251066,19253484,0.00484
2,19253670,19255328,0.00799
2,19260906,19262533,0.00204
2,19264573,19266456,0.00873
2,19266664,19268195,0.0019
2,19269558,19272263,0.00523
2,19272281,19274002,0.00727
2,19273899,19277773,0.00166
2,19277884,19281811,0.00187
2,19283456,19286400,0.00199
2,19286434,19287590,0.00917
2,19289087,19291632,0.01097
2,19292035,19294375,0.00864
2,19295431,19297858,0.00983
2,19299492,19304271,0.01296
2,19307714,19309071,0.00468
2,19309394,19309673,0.00993
2,19309643,19315343,0.01147
2,19317126,19319397,0.0119
2,19319685,19322507,0.00621
2,19324134,19326484,0.01183
2,19327853,19330197,0.01122
2,19331545,19332659,0.00724
2,19332825,19335163,0.00593
2,19336653,19340869,0.00365
2,19341225,19344343,0.00713
2,19344635,19345345,0.00764
2,19345350,19346921,0.00725
2,19347239,19348362,0.01279
2,19349348,19350650,0.00335
2,19350672,19352088,0.00442
2,19352324,19353114,0.00717
2,19357420,19361328,0.01248
2,19366596,19368840,0.00091
2,19368798,19370478,0.00438
2,19375985,19377543,0.00851
2,19377575,19378331,0.00418
2,19377719,19382436,0.00026
2,19383743,19386954,0.01146
2,19386966,19390234,0.00595
2,19392497,19397907,0.0005
2,19398184,19399097,0.01166
2,19399648,19403044,0.00274
2,19404802,19407098,0.00069
2,19411430,19412328,0.00643
2,19416775,19418383,0.00586
2,19418443,19422241,0.00855
2,19423589,19427277,0.00366
2,19427316,19428933,0.01259
2,19428897,19431821,0.00305
2,19432147,19433156,0.00245
2,19433725,19437544,0.00371
2,19437648,19438920,0.00137
2,19438951,19440487,0.00354
2,19440923,19442053,0.00119
2,19441992,19446365,0.0119
2,19446730,19447642,0.00995
2,19448139,19457303,0.0092
2,19457374,19458924,0.01
2,19459045,19464087,0.00267
2,19469571,19472006,0.00834
2,19472573,19474387,2e-05
2,19476326,19479597,0.00849
2,19481254,19484015,0.00184
2,19483919,19484710,0.0052
2,19485809,19486833,0.00197
2,19486842,19489732,0.00351
2,19492867,19498189,0.00985
2,19498229,19502488,0.01255
2,19502776,19503702,0.0075
2,19504171,19505048,0.01083
2,19505827,19506681,0.00965
2,19508929,19511792,0.00387
2,19511717,19512728,0.00126
2,19515764,19516922,0.00269
2,19517187,19518913,0.00919
2,19521774,19524095,0.01012
2,19524117,19527580,0.00563
2,19529743,19531677,0.00558
2,19531939,19534471,0.01102
2,19534473,19537074,0.01277
2,19537090,19538820,0.00273
2,19538609,19541585,0.01198
2,19543921,19544910,0.00396
2,19545656,19551171,0.01026
2,19551195,19552358,0.00395
2,19552314,19554647,0.01199
2,19554724,19556126,0.01179
2,19556326,19559485,0.00264
2,19556624,19557139,0.01067
2,19560127,19563960,0.0058
2,19564795,19568438,0.01219
2,19568464,19569507,0.01234
2,19570040,19571034,0.00527
2,19570964,19573027,0.00532
2,19574666,19580615,0.00247
2,19582658,19583618,0.00897
2,19587137,19590822,0.00354
2,19590816,19594014,0.01039
2,19594187,19595001,0.00488
2,19595079,19595439,0.00635
2,19595529,19598664,0.00089
2,19599686,19602312,0.00804
2,19603163,19603895,0.00846
2,19605030,19605704,0.00334
2,19605181,19605423,0.00625
2,19607996,19610287,0.002
2,19610923,19613325,0.00268
2,19614564,19615769,0.00089
2,19615777,19616904,0.00927
2,19616975,19617681,0.00894
2,19617250,19618496,0.00464
2,19617986,19622301,0.00194
2,19624022,19624922,8e-05
2,19625459,19629183,0.00347
2,19629217,19631188,0.00754
2,19631207,19636978,0.01219
2,19636867,19638678,0.01121
2,19638812,19641022,0.00142
2,19641351,19643899,0.00075
2,19644021,19647365,0.00426
2,19647523,19650313,0.00455
2,19651108,19662723,0.01187
2,19662715,19664465,0.01094
2,19663916,19664767,0.00061
2,19664990,19667192,0.00977
2,19668932,19670197,0.00875
2,19670378,19673292,0.00354
2,19673293,19679711,0.00166
2,19679730,19681546,0.00387
2,19681637,19682406,0.01249
2,19682456,19686056,0.00014
2,19686333,19687664,0.00747
2,19687831,19689229,0.00691
2,19689324,19696821,0.01236
3,1609,4159,0.0113
3,4342,4818,0.0116
3,5104,6149,0.00263
3,6657,7772,0.01223
3,8723,12697,0.0065
3,13046,15906,0.00276
3,16631,18909,0.00092
3,19409,20806,0.00296
3,25355,27712,0.0041
3,27926,31114,0.00388
3,31145,34670,0.00669
3,34658,38660,0.00254
3,38759,42159,0.0042
3,44045,45809,0.01108
3,46330,48296,0.00149
3,51496,54544,0.00983
3,54524,57541,0.0017
3,57545,58924,0.01157
3,59423,62291,0.00809
3,62245,66111,0.00441
3,66151,66980,0.00554
3,67032,68665,0.00769
3,69468,71362,0.0041
3,71556,73407,0.00718
3,73307,75539,0.01207
3,76631,77411,0.00675
3,78095,79037,0.0107
3,79297,80173,0.01123
3,80003,82182,0.00849
3,82581,84901,0.01023
3,85551,88070,0.00817
3,87684,89593,0.00737
3,90396,93588,0.01046
3,93995,102010,0.00187
3,102679,104495,0.0029
3,106294,113679,0.00271
3,106296,106436,0.00655
3,114260,114604,0.003
3,115250,115756,0.00205
3,116226,116568,0.00107
3,117218,117630,0.0045
3,118849,119178,0.00875
3,119546,120010,0.00566
3,121057,121503,0.00361
3,122118,122480,0.00233
3,123369,123741,0.00532
3,124319,126876,0.00993
3,127303,128994,0.00831
3,129138,130749,0.00199
3,134925,137460,0.00576
3,136399,138799,0.01019
3,139011,143782,0.01239
3,143880,149880,0.01079
3,149940,151572,0.00027
3,151725,153263,0.00273
3,153343,155657,0.01267
3,156148,156937,0.01295
3,159450,162905,0.00073
3,165392,166542,0.00161
3,166514,168288,0.00173
3,168408,169662,0.01078
3,169597,172045,0.0038
3,173190,182454,0.01153
3,182396,184403,0.01174
3,183289,183900,0.0046
3,188321,190892,0.00931
3,190831,193721,0.00506
3,194426,198664,0.00924
3,198322,201810,0.006
3,201887,202754,0.00182
3,205314,208220,0.00594
3,208250,210161,0.0093
3,210119,211804,0.0108
3,212518,216736,0.00418
3,216805,219136,0.0043
3,219582,221989,0.00983
3,221939,222827,0.00787
3,222968,223081,0.01271
3,223332,225682,0.00711
3,225855,228628,0.01194
3,229075,231517,0.00463
3,231610,235279,0.01183
3,235197,236968,0.00528
3,237119,239113,0.0073
3,239333,241492,0.01063
3,241739,245284,0.01206
3,245416,246854,0.01047
3,247192,250472,0.00501
3,251868,255513,0.00079
3,256295,258696,0.01147
3,258879,259631,0.00729
3,259639,261883,0.01
3,262142,265962,0.00263
3,266557,267100,0.00828
3,267727,269620,0.01274
3,270221,272976,0.0054
3,273248,275304,0.00037
3,275333,278841,9e-05
3,278882,283664,0.01244
3,283179,285840,0.00654
3,285871,287950,0.00176
3,288158,292770,0.00397
3,293754,295724,0.01035
3,296024,299263,0.00938
3,296582,298648,0.00163
3,299784,302397,0.00024
3,302472,304598,0.00566
3,305131,307226,0.00467
3,307782,309560,0.00625
3,310007,312073,0.01266
3,312241,314120,0.0107
3,314693,317431,0.01068
3,317336,319121,0.00794
3,319061,321690,0.01204
3,322460,323282,0.01249
3,323855,325346,0.00876
3,323934,324478,0.01077
3,325181,325351,0.00337
3,325952,327412,0.00166
3,327455,329387,0.00201
3,330099,333132,0.01112
3,332275,333072,0.01049
3,337712,343912,0.00107
3,337906,340442,0.00521
3,344908,348847,0.00343
3,348167,350010,0.01064
3,350613,354345,0.01022
3,354360,358833,0.00239
3,358916,360889,0.01082
3,360921,363775,0.00534
3,363881,365376,0.01107
3,365537,368911,0.00437
3,368840,370484,0.00351
3,370668,373805,0.01135
3,377025,377713,0.00852
3,378087,379612,0.00737
3,380350,384582,0.0125
3,385237,387051,0.01079
3,390720,392767,0.00017
3,394044,396343,0.00212
3,396012,399960,0.00916
3,404432,405713,0.00862
3,405756,406487,0.01123
3,406340,409200,0.00201
3,409193,411873,0.0047
3,412041,413742,0.00089
3,415389,417723,0.00494
3,418357,419323,0.00505
3,420107,420936,0.00775
3,421772,422732,0.01158
3,423791,427095,0.00494
3,426787,426972,0.01022
3,430877,448680,0.00512
3,448977,451007,0.01023
3,453329,457869,0.00358
3,458156,461063,0.00152
3,461072,464223,0.00888
3,464279,467151,0.00075
3,469867,473717,0.01182
3,473774,476662,0.00239
3,477003,478886,0.00314
3,478949,481666,0.00071
3,481776,484152,0.00512
3,484256,487839,0.00068
3,487069,489467,0.00152
3,488780,489474,0.01233
3,489670,491927,0.0105
3,489670,494958,0.01275
3,495884,498964,0.00286
3,499266,500174,0.00335
3,500374,502257,0.00447
3,502644,505248,0.00173
3,505434,508723,0.01132
3,508886,511561,0.00711
3,512220,513036,0.00607
3,513478,515925,0.01035
3,515944,516391,0.011
3,519211,521793,0.00068
3,521746,524675,0.00146
3,526293,528388,0.00186
3,528526,532612,0.01157
3,532808,536414,0.00522
3,536500,538126,0.0054
3,539611,541523,0.00411
3,541708,543385,0.00056
3,543346,545602,0.01023
3,546739,548846,0.01261
3,549175,550682,0.00703
3,550975,554697,0.01246
3,555626,557723,0.00942
3,560182,561979,0.00825
3,562030,564870,0.01198
3,564884,565801,0.00795
3,566191,567951,0.0076
3,568012,570103,0.00976
3,570134,572386,0.00115
3,573780,574702,0.0082
3,573850,574198,0.00838
3,575289,576025,0.0055
3,576308,579562,0.00336
3,579586,581611,0.00417
3,581541,582949,0.00924
3,583113,585948,0.01243
3,586224,588365,0.00783
3,588266,589693,0.00678
3,590425,593228,0.00732
3,593207,596562,0.00132
3,597105,600783,0.00726
3,600849,602399,0.00845
3,602401,605506,0.00218
3,604785,605496,0.00959
3,606285,607907,0.00289
3,608437,611139,0.00469
3,611490,613522,0.00901
3,613772,616145,0.00726
3,618398,619686,0.00471
3,619678,623739,0.0086
3,625163,627491,0.00042
3,627512,629925,1e-05
3,631824,634074,0.00802
3,634465,637284,0.01147
3,637921,639242,0.00027
3,640169,645692,0.00435
3,645710,647684,0.01217
3,649814,650921,0.00679
3,651572,654487,0.00771
3,654779,658637,0.01115
3,661849,664011,0.00706
3,665223,666922,0.0124
3,667245,668626,0.00795
3,668998,670567,0.00488
3,669175,669526,0.00724
3,670657,672504,6e-05
3,673428,676428,0.0064
3,677240,678180,0.01138
3,678182,680605,0.00901
3,680944,681999,0.01289
3,682054,684083,0.00246
3,684389,686639,0.00219
3,686981,691911,0.00141
3,691934,695675,0.01076
3,696242,698164,0.00487
3,698325,700332,0.00716
3,700433,704828,0.01158
3,705381,707697,0.01041
3,708698,717093,0.01142
3,717143,719449,0.0049
3,721291,723784,3e-05
3,723878,727531,0.00655
3,727516,729638,0.01264
3,729766,730752,0.00057
3,731862,732914,0.00326
3,733253,734662,0.00972
3,734892,735987,0.00798
3,734892,738629,0.00211
3,740704,742309,0.00652
3,742354,744315,0.01151
3,744389,746030,0.00037
3,746655,748631,0.00653
3,749309,754161,0.002
3,755159,759282,0.00172
3,761004,763369,0.005
3,763657,764437,0.0115
3,765420,766387,0.00429
3,766685,767863,0.00722
3,767880,776214,0.00343
3,775368,778396,0.00859
3,778568,781703,0.01188
3,781715,783464,0.00096
3,783332,786209,0.01123
3,786205,790152,0.00962
3,790130,790693,0.00546
3,791183,794812,0.00258
3,794906,797013,0.01133
3,797254,799148,0.01014
3,799500,808540,0.01123
3,808745,809158,0.00928
3,809875,810795,0.01113
3,811324,811719,0.01279
3,812396,814101,0.00114
3,814181,814888,0.00941
3,815550,818876,1e-05
3,819337,821652,0.01199
3,822896,824546,0.00628
3,824552,826585,0.00171
3,828235,829926,0.00465
3,830116,831997,0.0018
3,832718,834600,0.01274
3,836039,837707,0.00036
3,837805,840645,0.00648
3,842499,845096,0.01014
3,846221,848297,0.00371
3,850108,851741,0.00012
3,852889,856643,0.00262
3,856876,860469,0.00752
3,860512,863428,0.00749
3,865122,867008,0.00339
3,867548,868706,0.00065
3,868741,871837,0.00858
3,873749,876800,0.00358
3,877844,880461,0.00433
3,880988,884157,0.00024
3,884133,886410,0.00655
3,889166,892229,0.00681
3,901728,903411,0.00863
3,907384,910928,0.00123
3,911178,913824,0.0026
3,916435,918490,0.00211
3,919362,925372,0.00488
3,925556,930002,0.01259
3,933341,934464,0.01091
3,935139,936320,0.01057
3,936878,941670,0.00631
3,939900,942094,0.00537
3,943557,944834,0.00262
3,945077,949238,0.00665
3,951628,954055,0.01014
3,954021,955371,1e-05
3,956862,961032,0.00818
3,961750,968152,0.00201
3,969050,971691,0.01122
3,971648,976414,0.00305
3,976715,977474,0.00218
3,978265,978570,0.00393
3,979379,979900,0.00756
3,979976,980562,0.00246
3,981072,981801,0.00496
3,982192,982587,0.00782
3,983057,983768,0.00521
3,992074,994697,0.00035
3,995062,997410,0.00927
3,997724,999359,0.00749
3,999350,1002595,0.00519
3,1002765,1005025,0.01073
3,1006780,1009018,0.00027
3,1008995,1010573,0.00253
3,1011310,1012810,0.00145
3,1013929,1019418,0.00603
3,1021146,1024015,0.00098
3,1024144,1027891,0.01231
3,1027866,1030677,0.00652
3,1031660,1033237,0.00682
3,1033579,1035237,0.00827
3,1035238,1036672,0.00589
3,1036194,1039603,0.00375
3,1040331,1042547,0.01133
3,1042700,1044813,0.00989
3,1047640,1049444,0.00201
3,1049653,1051608,0.00369
3,1053360,1055196,0.00671
3,1061300,1063234,0.00132
3,1067558,1071438,0.00365
3,1071984,1074244,0.00148
3,1075299,1075922,0.00995
3,1077236,1080504,0.01253
3,1080942,1083690,0.01242
3,1083772,1086418,0.00991
3,1086516,1089416,0.01276
3,1089417,1090468,0.00435
3,1091089,1094348,0.00588
3,1094621,1095665,0.0117
3,1097475,1098422,0.01204
3,1098825,1099529,0.00479
3,1100085,1100246,0.00435
3,1101878,1102763,0.00947
3,1103616,1104614,0.01097
3,1105650,1108252,0.00819
3,1108725,1112437,0.00293
3,1112871,1113859,0.0106
3,1113914,1120933,0.01271
3,1121950,1122828,0.01244
3,1122948,1127581,0.00853
3,1127681,1128125,0.00666
3,1129862,1131099,0.00736
3,1133320,1136397,0.01207
3,1140129,1141060,0.00618
3,1141043,1142652,0.01143
3,1143694,1144672,0.00805
3,1145723,1146516,0.00209
3,1146568,1153650,0.00886
3,1153723,1156876,0.00614
3,1156908,1158470,0.00547
3,1159409,1161338,0.00662
3,1161366,1164977,0.00966
3,1165375,1165765,0.00438
3,1167250,1168723,0.01247
3,1168837,1169205,0.00015
3,1172687,1174508,0.00687
3,1175506,1176986,0.01225
3,1178505,1180943,0.00424
3,1178508,1181205,0.00771
3,1181706,1186444,0.00513
3,1186440,1189508,0.0071
3,1189595,1192659,0.00696
3,1193540,1197421,0.00365
3,1200331,1209970,0.01282
3,1211762,1213907,0.00768
3,1215633,1216958,0.00081
3,1217174,1219847,0.00477
3,1221422,1222744,0.01155
3,1223251,1223789,0.01057
3,1224909,1225397,0.00484
3,1225919,1227436,0.00707
3,1227360,1229763,0.00146
3,1230746,1232451,0.00122
3,1235209,1238630,0.00745
3,1238853,1241804,0.00085
3,1242929,1246211,0.00527
3,1250553,1254984,0.01216
3,1255398,1257017,0.01286
3,1258519,1260871,0.01271
3,1260906,1261683,0.00338
3,1261857,1264687,0.00491
3,1264724,1265966,0.00033
3,1266056,1268378,0.00102
3,1269722,1273004,0.00197
3,1273057,1276945,0.00117
3,1276668,1277824,0.00469
3,1276668,1281170,0.01092
3,1285425,1286760,0.00481
3,1288155,1290891,0.007
3,1292359,1292753,0.00415
3,1293798,1300792,0.01202
3,1300879,1303389,0.00071
3,1303419,1305950,0.01063
3,1309273,1311129,0.00695
3,1310998,1313090,0.00506
3,1313297,1314288,0.00258
3,1314479,1315045,0.00331
3,1317245,1321294,0.00607
3,1321228,1326005,0.00472
3,1326121,1329364,0.0029
3,1329571,1331642,0.00498
3,1331898,1336076,0.01279
3,1336905,1337620,0.00744
3,1337786,1338113,0.00133
3,1338827,1340623,0.00382
3,1342455,1346387,0.01207
3,1346273,1347377,0.01233
3,1347559,1350122,0.00935
3,1349248,1349964,0.00848
3,1350510,1350989,0.00777
3,1354536,1358235,0.01089
3,1360837,1362449,0.0044
3,1362497,1364799,0.00641
3,1365090,1367844,0.00443
3,1368248,1368678,0.00736
3,1369114,1369532,0.00511
3,1371636,1373524,0.01268
3,1373688,1375989,0.00785
3,1376154,1378500,0.00294
3,1378495,1383060,0.01097
3,1383953,1384679,0.01038
3,1387175,1388831,0.01084
3,1389371,1391675,0.00231
3,1391632,1392954,0.00098
3,1393142,1397627,0.00293
3,1398717,1399887,0.01289
3,1401171,1408302,0.0084
3,1408557,1412194,0.00405
3,1412867,1416056,0.00897
3,1416075,1417842,0.00659
3,1417893,1423673,0.00178
3,1417907,1418280,0.00054
3,1424057,1426563,0.00634
3,1426107,1427719,0.00141
3,1430363,1432844,0.00027
3,1433128,1435526,0.00108
3,1435617,1438539,0.00056
3,1440014,1443730,0.00016
3,1448196,1452215,0.00271
3,1453072,1457295,0.00062
3,1457381,1462963,0.00784
3,1466483,1468400,0.0031
3,1468398,1470624,0.00363
3,1471083,1475832,0.00188
3,1476960,1478850,0.00176
3,1479339,1482042,0.00624
3,1488329,1491772,0.00996
3,1492084,1495397,0.00342
3,1493684,1495381,0.00576
3,1495572,1497523,0.00573
3,1497483,1499096,0.00325
3,1500368,1503481,0.00716
3,1503689,1505721,0.01026
3,1505831,1507835,0.0019
3,1508024,1508611,0.00024
3,1510160,1513301,0.0078
3,1513062,1515568,0.01211
3,1517409,1518599,0.0102
3,1518857,1521909,0.0073
3,1522449,1523889,0.00588
3,1523463,1526166,0.00206
3,1526963,1533909,0.01075
3,1530668,1533361,0.00053
3,1534283,1535422,0.01018
3,1535950,1538870,0.01186
3,1539527,1546469,0.01135
3,1546443,1548679,0.007
3,1549446,1554219,0.0067
3,1554673,1561535,0.00903
3,1561671,1567336,0.0114
3,1567474,1567605,0.00505
3,1567624,1571218,0.0067
3,1572718,1573266,0.00054
3,1573909,1576418,0.00851
3,1577790,1578788,0.00553
3,1579419,1583073,0.0032
3,1585272,1589292,0.00543
3,1591115,1593047,0.01254
3,1593182,1595099,0.00095
3,1595196,1598344,0.00405
3,1598449,1601437,0.00973
3,1603359,1606243,0.01189
3,1606487,1608030,0.00503
3,1609050,1612607,0.00489
3,1612690,1614027,0.01008
3,1614178,1615563,0.00132
3,1616102,1617339,0.01228
3,1617599,1620702,0.00205
3,1621355,1623052,0.01109
3,1623244,1624852,0.0064
3,1625528,1628175,0.00319
3,1629488,1631818,0.00855
3,1632213,1634205,0.0
3,1635194,1640357,0.00718
3,1640350,1643253,0.00831
3,1644882,1648742,0.00362
3,1648843,1652149,0.00069
3,1653264,1657222,0.01249
3,1657758,1660429,0.0012
3,1660523,1672608,0.00174
3,1673015,1674908,0.00593
3,1676504,1679061,0.00466
3,1681817,1684597,0.00018
3,1684946,1687664,0.0007
3,1687583,1691821,0.0108
3,1692510,1693378,0.00348
3,1693548,1694140,0.01143
3,1695156,1696708,0.00832
3,1698079,1701467,0.00938
3,1701378,1702180,0.00933
3,1703250,1703611,0.01236
3,1703850,1707730,0.00774
3,1707797,1710038,0.00971
3,1710013,1712225,0.0057
3,1714041,1714822,0.00135
3,1714941,1719608,0.00612
3,1719958,1725268,0.01132
3,1727151,1728365,0.01049
3,1730966,1732656,0.0117
3,1732988,1735765,0.00183
3,1736307,1738749,0.00945
3,1739777,1743163,0.00889
3,1743413,1746785,0.00806
3,1749342,1749970,0.00287
3,1751385,1752407,0.00873
3,1753289,1755631,0.00368
3,1755497,1756924,0.00191
3,1757440,1758807,0.00329
3,1761205,1763984,0.00639
3,1764253,1767843,0.01283
3,1768779,1769806,0.00859
3,1770337,1771409,0.00234
3,1770911,1773461,0.00554
3,1773812,1774594,0.00064
3,1775766,1776840,6e-05
3,1777213,1780254,0.00316
3,1780938,1782007,0.00373
3,1783388,1785495,0.00029
3,1786279,1791887,0.00669
3,1792010,1792745,0.00706
3,1795145,1796493,0.00657
3,1796839,1800082,0.00152
3,1801446,1802081,0.00151
3,1802141,1807530,0.01154
3,1813114,1813224,0.00901
3,1813164,1814363,0.00676
3,1818732,1822858,0.00665
3,1822904,1824309,0.00565
3,1824317,1825740,0.00839
3,1825999,1827917,0.01293
3,1827922,1830469,0.00783
3,1830970,1832190,0.00356
3,1834591,1837988,0.00839
3,1837623,1838159,0.00844
3,1840714,1841012,0.01055
3,1841168,1843196,0.00346
3,1843413,1845062,0.00151
3,1846442,1848259,0.00793
3,1852808,1855197,0.01049
3,1856682,1858946,0.00512
3,1859822,1860797,0.00039
3,1861759,1864566,0.0009
3,1864273,1867415,0.00905
3,1867415,1869963,0.00709
3,1871558,1874044,0.01049
3,1874169,1876946,0.01167
3,1877514,1879379,0.00081
3,1879985,1883491,0.01176
3,1883348,1884970,0.00087
3,1885496,1886377,0.01068
3,1887043,1888807,0.00617
3,1888834,1892830,0.00309
3,1892964,1895091,0.01021
3,1895858,1898061,0.00629
3,1898155,1898751,0.01249
3,1898877,1907448,0.00841
3,1907582,1910063,0.00917
3,1912805,1914442,0.00108
3,1914506,1915375,0.00181
3,1917131,1919984,0.00499
3,1920137,1923738,0.00767
3,1924270,1927850,0.00392
3,1928868,1929684,0.00193
3,1929946,1934073,0.00076
3,1936050,1938257,0.0104
3,1938335,1939853,0.00373
3,1940907,1946980,0.00041
3,1947012,1949916,0.00986
3,1954990,1956397,0.00393
3,1956409,1958304,0.00075
3,1968288,1970946,0.00462
3,1970340,1970996,0.00151
3,1972622,1975760,0.00088
3,1975915,1980110,0.00146
3,1980542,1982162,0.00427
3,1982659,1983767,0.00286
3,1983731,1985330,0.01274
3,1985338,1990245,0.00708
3,1990349,1992864,0.0019
3,2003393,2006727,0.00905
3,2011993,2015831,0.01198
