chr,start,end
3,4585684,4591035
3,4590684,4591541
3,4592248,4595080
3,4595767,4600469
3,4600422,4602582
3,4603885,4605513
3,4608076,4610497
3,4613492,4614857
3,4618939,4620305
3,4625383,4630613
3,4630865,4634081
3,4636063,4641149
3,4641930,4644571
3,4646272,4647124
3,4648236,4650319
3,4650714,4654046
3,4656782,4657723
3,4658039,4660945
3,4660944,4663363
3,4663569,4667079
3,4667308,4669194
3,4669197,4671796
3,4672916,4676162
3,4676118,4677689
3,4677699,4685666
3,4685646,4688309
3,4688546,4690404
3,4690415,4693133
3,4693309,4695604
3,4695886,4698153
3,4698457,4705828
3,4706802,4709176
3,4710483,4712569
3,4712574,4714698
3,4715650,4721003
3,4729399,4731847
3,4732828,4734609
3,4734553,4735993
3,4737120,4739298
3,4741287,4744263
3,4745926,4746958
3,4747769,4748859
3,4753705,4761456
3,4761432,4762457
3,4764024,4766609
3,4766905,4769936
3,4771833,4775258
3,4777594,4778345
3,4778959,4782452
3,4782757,4783137
3,4782757,4787243
3,4791448,4793684
3,4793678,4794417
3,4797828,4799612
3,4802952,4804468
3,4806670,4809433
3,4810888,4811481
3,4811486,4815515
3,4815763,4817981
3,4818251,4821013
3,4821391,4824178
3,4824158,4824913
3,4831286,4834015
3,4849539,4851678
3,4851696,4851812
3,4851990,4856450
3,4852291,4853198
3,4856537,4856923
3,4857464,4861293
3,4862153,4862680
3,4863613,4865949
3,4867144,4868640
3,4875657,4878338
3,4879091,4880483
3,4881320,4884012
3,4884563,4887487
3,4889063,4890215
3,4892410,4902880
3,4902953,4904229
3,4904270,4908067
3,4908731,4910521
3,4910629,4912289
3,4912324,4914672
3,4914789,4917176
3,4917327,4919702
3,4919757,4921948
3,4922131,4924694
3,4924777,4927607
3,4927682,4929018
3,4934330,4936644
3,4937172,4939871
3,4940318,4941398
3,4941481,4943064
3,4945601,4949042
3,4949178,4951346
3,4952004,4953510
3,4953547,4955754
3,4956349,4957306
3,4957334,4959704
3,4961777,4963569
3,4964105,4967075
3,4970944,4974534
3,4978726,4980241
3,4982588,4985860
3,4988008,4994109
3,4995426,4997785
3,4998304,5001046
3,5002271,5005877
3,5006526,5008037
3,5008676,5013265
3,5013291,5015342
3,5015411,5017861
3,5017941,5020476
3,5020461,5023146
3,5025184,5029886
3,5029987,5033102
3,5035841,5038114
3,5039071,5039733
3,5039812,5045525
3,5045110,5045328
3,5047376,5049971
3,5050195,5052455
3,5052725,5056017
3,5055741,5058249
3,5061681,5064152
3,5064704,5066745
3,5066879,5068013
3,5069104,5070540
3,5070134,5073440
3,5074216,5076566
3,5076624,5079159
3,5081780,5084240
3,5084278,5085942
3,5085860,5085976
3,5085992,5087496
3,5088093,5095965
3,5096402,5099371
3,5099426,5101880
3,5101844,5104159
3,5104367,5108509
3,5109782,5111608
3,5111873,5116068
3,5116021,5117615
3,5117489,5119060
3,5121303,5122562
3,5126590,5132330
3,5133444,5136032
3,5136262,5137195
3,5137205,5137318
3,5138684,5142873
3,5140365,5142323
3,5143965,5144750
3,5144938,5146860
3,5147244,5148340
3,5159698,5162945
3,5166175,5169229
3,5169095,5173105
3,5173496,5173805
3,5174402,5175523
3,5175948,5177721
3,5177811,5178966
3,5179358,5180665
3,5180642,5181586
3,5183641,5186929
3,5187082,5187789
3,5188241,5189836
3,5190554,5192197
3,5193203,5196591
3,5196522,5200394
3,5200639,5201514
3,5201622,5203197
3,5203205,5207574
3,5207575,5208509
3,5208559,5211779
3,5211795,5212506
3,5212984,5214124
3,5214084,5216261
3,5216262,5220274
3,5226161,5227935
3,5229124,5230646
3,5234457,5236196
3,5243432,5245510
3,5249112,5249754
3,5249599,5252792
3,5252699,5254562
3,5258715,5259354
3,5264001,5265695
3,5267063,5267164
3,5267204,5270118
3,5269849,5271984
3,5273526,5275095
3,5273691,5273873
3,5275387,5278019
3,5287323,5290971
3,5287380,5287544
3,5290847,5293241
3,5293256,5296811
3,5296841,5297851
3,5297396,5297786
3,5298991,5301745
3,5305549,5307979
3,5307694,5309624
3,5309886,5310988
3,5314817,5316617
3,5316916,5320121
3,5320644,5322432
3,5323262,5324966
3,5325127,5327672
3,5330194,5333745
3,5333769,5334553
3,5334844,5336485
3,5337475,5338562
3,5339992,5341339
3,5341356,5342557
3,5342712,5344715
3,5344989,5347147
3,5347762,5349321
3,5350814,5353752
3,5354874,5356426
3,5356587,5358596
3,5358601,5361185
3,5361207,5361719
3,5362888,5364544
3,5364081,5372293
3,5374248,5376275
3,5376251,5377179
3,5381603,5381740
3,5382061,5383069
3,5383595,5390219
3,5387444,5389690
3,5393451,5396994
3,5397541,5402653
3,5403970,5406461
3,5408792,5411153
3,5411278,5418632
3,5426987,5430897
3,5430758,5433851
3,5433526,5436828
3,5437962,5439461
3,5439311,5442997
3,5443081,5443952
3,5443950,5445329
3,5447272,5451562
3,5451533,5452363
3,5454762,5455942
3,5456093,5459006
3,5459162,5460816
3,5460793,5463899
3,5464543,5464710
3,5464728,5465585
3,5466246,5468774
3,5467987,5469594
3,5471735,5473360
3,5473366,5475347
3,5475855,5480349
3,5480416,5481379
3,5481325,5485187
3,5489701,5491332
3,5491398,5493681
3,5494480,5495725
3,5497481,5499474
3,5500054,5503573
3,5505360,5507050
3,5506931,5508414
3,5509344,5513245
3,5513267,5517606
3,5518211,5519271
3,5520880,5525150
3,5525322,5526212
3,5526249,5528602
3,5529313,5534734
3,5535124,5536237
3,5539385,5546487
3,5547492,5549862
3,5554197,5555789
3,5556710,5558982
3,5558445,5561126
3,5562400,5564574
3,5566083,5568545
3,5571903,5574758
3,5579290,5581032
3,5581568,5583258
3,5583943,5584128
3,5585872,5587798
3,5588292,5590085
3,5592491,5595912
3,5595282,5599224
3,5599710,5603027
3,5603848,5605765
3,5612203,5614803
3,5616801,5618322
3,5618408,5620969
3,5621885,5625108
3,5624326,5625519
3,5626290,5628857
3,5629920,5632441
3,5633426,5634542
3,5635593,5638798
3,5639704,5642774
3,5644593,5646557
3,5647376,5648746
3,5649932,5651056
3,5652839,5655670
3,5656215,5658335
3,5658317,5662066
3,5662375,5667951
3,5669317,5670842
3,5671018,5675438
3,5676749,5678099
3,5681380,5682362
3,5683336,5684278
3,5684317,5686544
3,5687696,5689796
3,5689861,5691543
3,5691801,5692016
3,5692607,5694181
3,5695321,5699167
3,5699310,5700991
3,5700998,5702598
3,5702929,5705494
3,5705541,5707084
3,5708826,5710579
3,5710889,5719192
3,5720941,5723185
3,5723222,5727664
3,5728016,5729174
3,5731519,5737854
3,5737886,5743335
3,5748497,5751301
3,5755714,5759443
3,5759375,5762264
3,5763497,5764760
3,5766733,5767830
3,5767977,5770488
3,5770868,5771544
3,5772080,5773071
3,5772743,5775841
3,5776264,5778052
3,5778876,5779363
3,5781418,5786310
3,5786298,5790536
3,5791812,5792264
3,5793668,5794090
3,5794392,5795827
3,5795123,5796893
3,5796930,5799747
3,5800272,5802468
3,5802493,5804282
3,5804291,5808578
3,5808666,5812780
3,5816672,5818498
3,5820832,5823353
3,5825289,5825867
3,5826586,5829900
3,5831136,5832733
3,5841046,5843624
3,5844277,5845220
3,5846002,5846589
3,5847258,5848195
3,5848787,5849660
3,5850744,5851397
3,5852049,5853080
3,5853059,5854906
3,5855632,5859189
3,5867392,5868181
3,5873051,5881655
3,5881919,5883200
3,5883328,5884191
3,5884293,5885140
3,5886333,5887018
3,5888633,5889236
3,5889663,5892332
3,5892550,5894518
3,5898002,5898109
3,5899515,5900637
3,5902479,5902886
3,5902935,5904644
3,5907212,5909003
3,5908934,5913345
3,5915427,5916656
3,5916940,5920281
3,5920338,5927037
3,5934033,5935376
3,5935880,5946540
3,5946915,5948868
3,5949006,5949644
3,5950190,5952235
3,5952187,5954091
3,5954887,5955444
3,5955862,5959214
3,5959174,5962289
3,5965869,5969296
3,5969564,5972572
3,5972580,5976211
3,5976645,5977727
3,5977722,5979694
3,5979814,5982145
3,5983196,5984320
3,5984827,5985993
3,5986682,5988498
3,5988924,5993001
3,5999174,6000447
3,6000860,6002282
3,6002783,6003973
3,6005114,6006004
3,6006762,6008003
3,6009407,6010562
3,6015184,6015944
3,6017166,6019724
3,6019973,6021147
3,6023844,6024710
3,6024795,6026556
3,6026446,6027694
3,6027993,6028826
3,6028688,6031986
3,6032072,6033861
3,6034109,6037349
3,6034122,6035497
3,6037598,6039407
3,6039408,6040633
3,6040797,6042196
3,6042244,6042850
3,6042907,6044762
3,6045002,6048529
3,6048814,6052675
3,6055495,6056778
3,6056870,6060330
3,6061180,6061762
3,6062446,6063483
3,6064272,6066180
3,6067684,6072856
3,6073731,6078748
3,6078727,6081355
3,6078884,6080468
3,6081639,6086203
3,6086909,6088755
3,6089381,6091231
3,6091110,6093151
3,6093990,6096688
3,6097201,6099595
3,6101753,6104805
3,6105908,6108737
3,6109409,6116529
3,6119707,6123044
3,6123341,6126281
3,6127001,6128315
3,6128506,6133386
3,6133384,6136405
3,6136986,6142157
3,6142125,6143310
3,6143414,6145374
3,6146015,6147354
3,6147906,6152082
3,6152062,6153814
3,6154363,6157552
3,6160733,6163453
3,6165440,6167515
3,6167640,6168966
3,6168963,6172005
3,6174239,6178534
3,6180621,6182899
3,6183612,6187151
3,6187267,6190180
3,6191461,6194452
3,6194509,6200424
3,6200524,6204752
3,6204429,6209801
3,6210090,6210572
3,6210878,6212551
3,6212585,6214804
3,6217929,6219500
3,6220567,6223073
3,6223125,6225403
3,6227341,6229721
3,6230270,6231878
3,6232108,6234183
3,6234509,6236139
3,6237902,6240605
3,6240769,6243078
3,6247900,6250007
3,6251315,6254221
3,6254370,6255301
3,6254842,6258090
3,6258060,6258426
3,6260135,6261606
3,6261733,6264361
3,6266946,6267648
3,6267875,6268586
3,6273966,6280562
3,6280584,6280824
3,6281204,6282306
3,6281923,6284372
3,6284356,6287225
3,6289039,6290401
3,6291058,6292320
3,6294018,6295134
3,6296677,6300673
3,6300620,6301812
3,6305444,6310684
3,6310712,6313406
3,6313471,6318062
3,6318409,6320712
3,6323143,6324579
3,6324632,6325866
3,6325858,6327692
3,6328027,6330816
3,6331033,6332259
3,6333048,6333948
3,6334822,6335822
3,6336692,6341788
3,6341918,6343178
3,6348628,6350832
3,6352447,6355463
3,6355497,6356355
3,6360135,6360532
3,6361159,6365705
3,6367941,6372685
3,6373525,6375723
3,6375269,6377625
3,6383289,6385815
3,6393747,6394842
3,6395790,6396624
3,6396747,6398261
3,6398632,6399337
3,6399532,6403392
3,6404053,6407946
3,6408261,6411064
3,6410958,6413196
3,6413270,6416599
3,6417344,6418504
3,6419013,6422141
3,6423900,6426561
3,6427403,6429692
3,6429534,6430517
3,6431722,6432905
3,6434082,6436046
3,6440817,6441585
3,6444367,6445808
3,6445852,6453201
3,6453303,6454018
3,6454013,6457613
3,6457677,6459725
3,6459816,6463101
3,6465748,6467175
3,6466331,6468015
3,6474710,6477204
3,6477661,6479582
3,6479587,6480463
3,6480484,6483774
3,6484068,6486264
3,6488843,6491429
3,6496135,6498388
3,6499332,6501432
3,6501668,6508553
3,6508385,6509343
3,6509500,6510702
3,6510982,6515108
3,6516891,6519906
3,6520205,6520792
3,6521569,6523061
3,6523379,6526044
3,6524051,6524567
3,6526734,6529173
3,6536534,6538679
3,6541535,6541807
3,6542456,6543676
3,6543318,6545432
3,6546200,6548092
3,6548127,6552055
3,6553440,6555147
3,6556197,6558648
3,6558964,6562377
3,6563928,6564424
3,6565949,6566053
3,6567021,6575613
3,6577724,6590253
3,6592316,6592942
3,6593773,6594977
3,6595344,6599089
3,6599577,6600584
3,6601279,6604010
3,6605296,6609295
3,6609350,6611138
3,6611182,6614107
3,6614910,6615335
3,6616330,6617951
3,6621988,6623278
3,6625377,6632164
3,6632637,6637292
3,6637347,6639278
3,6639639,6648870
3,6649228,6650199
3,6652695,6658988
3,6659155,6660852
3,6660800,6663558
3,6664044,6667021
3,6666609,6668395
3,6669065,6671638
3,6673689,6676521
3,6678630,6679229
3,6681196,6684029
3,6687042,6690123
3,6690118,6693380
3,6694114,6696357
3,6696301,6698184
3,6699267,6701300
3,6701273,6704312
3,6705474,6706127
3,6707133,6709191
3,6710349,6713678
3,6714133,6716178
3,6722825,6725110
3,6725383,6727105
3,6729585,6730706
3,6731329,6735623
3,6736061,6738518
3,6740695,6743298
3,6744377,6747238
3,6747268,6749329
3,6749432,6751083
3,6752422,6754785
3,6754615,6758285
3,6759016,6761007
3,6762034,6762754
3,6762761,6766597
3,6766621,6771169
3,6772570,6775445
3,6774970,6775848
3,6780563,6783166
3,6787127,6788424
3,6787352,6787930
3,6790731,6792988
3,6793311,6794802
3,6796022,6796906
3,6797471,6801835
3,6802903,6804296
3,6805622,6808593
3,6808585,6809508
3,6808585,6811808
3,6812181,6814783
3,6814588,6816078
3,6814966,6815403
3,6815503,6818329
3,6818387,6820762
3,6820926,6823467
3,6823316,6825350
3,6825433,6826585
3,6826664,6827153
3,6827986,6837505
3,6840281,6842320
3,6842220,6842856
3,6843662,6847275
3,6846969,6849582
3,6850358,6855590
3,6855688,6863547
3,6863661,6866646
3,6866717,6869501
3,6870130,6874850
3,6874603,6875911
3,6876043,6877642
3,6877575,6879543
3,6879524,6882315
3,6884711,6890441
3,6890988,6897510
3,6898163,6901334
3,6903757,6906207
3,6907053,6911246
3,6911435,6912604
3,6914910,6916142
3,6917242,6921600
3,6922470,6925175
3,6926189,6929567
3,6929649,6931825
3,6934568,6937197
3,6938211,6939975
3,6942623,6945224
3,6948774,6957726
3,6958509,6961684
3,6961736,6965206
3,6965595,6967321
3,6967462,6970652
3,6970683,6976691
3,6978477,6980523
3,6983702,6988101
3,6990254,6991462
3,6994770,6998185
3,6998159,7002435
3,7002697,7004508
3,7004672,7006941
3,7007869,7013694
3,7015796,7018651
3,7018826,7020901
3,7021263,7023299
3,7023293,7025982
3,7026808,7028916
3,7029145,7030897
3,7031171,7037010
3,7037135,7038375
3,7038957,7040198
3,7041552,7043375
3,7043385,7044361
3,7044711,7047423
3,7047409,7051382
3,7052347,7054743
3,7054828,7055456
3,7055353,7056847
3,7056903,7058950
3,7058871,7063372
3,7063910,7066729
3,7067057,7071039
3,7071193,7074697
3,7074764,7079014
3,7079492,7082178
3,7084727,7086894
3,7087445,7089927
3,7089989,7092670
3,7092765,7093526
3,7096310,7099798
3,7099771,7101637
3,7103817,7104250
3,7105371,7107389
3,7108097,7109970
3,7109862,7111929
3,7111934,7113899
3,7114347,7114766
3,7115819,7119144
3,7119191,7121023
3,7121062,7123203
3,7123182,7130477
3,7130586,7131327
3,7134885,7139644
3,7140294,7141353
3,7143418,7151047
3,7151387,7153464
3,7153511,7156536
3,7157900,7160446
3,7160677,7162395
3,7162766,7165864
3,7166027,7168060
3,7168054,7173617
3,7174436,7178020
3,7178200,7178614
3,7180037,7181079
3,7182013,7186567
3,7186522,7187521
3,7187699,7190648
3,7191559,7192641
3,7194771,7195769
3,7196723,7197391
3,7198450,7202717
3,7202748,7208547
3,7210310,7213474
3,7220733,7224090
3,7225037,7228797
3,7229390,7230146
3,7230068,7231194
3,7231570,7232682
3,7233525,7234505
3,7237818,7239149
3,7239896,7247030
3,7246896,7248878
3,7248809,7252452
3,7254739,7256140
3,7256656,7259854
3,7260429,7263384
3,7263900,7268750
3,7268714,7271287
3,7271137,7274013
3,7275645,7278420
3,7280792,7282377
3,7284681,7286442
3,7300444,7303693
3,7304127,7304714
3,7306180,7308434
3,7308504,7308962
3,7309275,7312795
3,7313538,7315883
3,7319789,7321803
3,7323635,7324634
3,7323984,7324670
3,7326355,7328581
3,7328576,7330751
3,7331662,7334485
3,7334179,7336013
3,7339640,7341703
3,7342675,7344744
3,7345261,7347210
3,7348157,7350341
3,7355963,7357966
3,7360473,7360934
3,7362743,7363081
3,7363880,7365391
3,7376432,7377226
3,7377391,7380213
3,7380191,7384163
3,7388258,7390031
3,7391286,7395096
3,7398959,7402525
3,7402477,7405674
3,7406326,7407429
3,7408246,7409349
3,7409421,7412457
3,7412445,7413727
3,7413776,7418484
3,7418695,7419441
3,7419917,7421366
3,7422026,7424989
3,7425476,7432365
3,7432193,7434743
3,7436026,7438011
3,7437964,7440826
3,7441451,7445312
3,7445604,7448498
3,7448040,7452106
3,7454269,7457404
3,7457433,7463644
3,7463834,7465975
3,7474544,7475903
3,7477930,7482125
3,7482106,7488935
3,7489167,7492896
3,7492739,7496371
3,7492980,7493434
3,7497240,7500323
3,7498812,7501888
3,7507240,7509186
3,7511756,7516073
3,7517070,7518777
3,7518784,7519477
3,7519865,7520549
3,7522804,7524580
3,7524054,7527677
3,7527704,7527910
3,7528181,7530686
3,7531353,7534600
3,7534580,7536523
3,7536082,7536288
3,7536719,7537951
3,7541384,7543560
3,7543772,7553682
3,7553965,7555236
3,7557297,7557969
3,7560688,7563472
3,7563503,7565160
3,7565166,7567014
3,7567565,7572202
3,7573065,7573669
3,7573560,7576721
3,7577712,7579789
3,7581959,7582793
3,7582740,7585856
3,7585886,7590998
3,7591394,7592373
3,7595680,7597607
3,7599782,7600920
3,7601822,7603899
3,7603939,7605914
3,7606460,7608477
3,7608942,7610803
3,7610958,7614493
3,7615357,7618671
3,7618851,7621477
3,7621569,7624133
3,7624406,7626654
3,7626757,7629205
3,7633214,7634223
3,7638584,7642389
3,7644265,7646640
3,7648316,7649894
3,7652487,7656053
3,7659535,7661232
3,7662186,7664098
3,7664345,7666305
3,7667027,7668724
3,7673276,7674839
3,7674904,7676519
3,7676818,7678542
3,7680106,7681797
3,7684356,7688616
3,7688434,7691567
3,7692122,7692488
3,7693481,7693939
3,7695228,7695936
3,7697033,7697616
3,7699723,7700446
3,7701003,7703504
3,7703799,7704958
3,7706257,7708346
3,7708833,7709933
3,7715348,7716387
3,7717268,7718405
3,7720597,7721744
3,7723242,7724361
3,7729646,7731249
3,7732263,7733294
3,7734219,7736493
3,7736980,7738218
3,7742250,7743659
3,7745143,7746200
3,7749247,7750602
3,7751686,7753348
3,7754311,7755762
3,7756458,7757491
3,7757829,7758032
3,7759317,7760738
3,7761807,7762751
3,7763968,7765326
3,7767433,7768526
3,7769346,7770261
3,7770899,7772357
3,7775329,7776109
3,7777818,7779243
3,7780126,7781718
3,7782910,7783561
3,7783638,7784469
3,7789342,7792410
3,7792549,7794262
3,7794758,7796460
3,7803338,7808056
3,7803492,7808046
3,7812861,7816011
3,7817779,7818985
3,7821997,7826196
3,7827036,7830856
3,7830905,7834135
3,7831129,7831371
3,7835144,7839061
3,7838784,7839467
3,7839504,7842874
3,7843536,7844597
3,7845823,7846833
3,7854419,7855814
3,7863606,7864895
3,7867753,7870229
3,7870826,7873597
3,7874145,7878812
3,7878807,7879810
3,7881547,7885592
3,7885637,7886876
3,7887276,7890153
3,7890803,7892349
3,7892508,7895499
3,7896153,7896764
3,7896819,7897426
3,7899215,7900514
3,7901905,7903041
3,7904097,7905576
3,7906521,7908746
3,7912905,7919707
3,7926728,7931351
3,7933119,7935925
3,7940914,7941785
3,7946408,7949177
3,7949106,7950440
3,7951023,7953223
3,7953260,7958142
3,7957898,7958156
3,7959753,7962371
3,7962307,7963516
3,7963855,7965907
3,7965954,7967990
3,7967989,7969705
3,7969681,7970843
3,7971625,7972907
3,7973394,7974395
3,7974720,7978648
3,7977604,7978635
3,7984076,7984833
3,7991403,7993588
3,7998625,7999552
3,7999419,8001340
3,7999707,8001263
3,8002762,8003145
3,8003898,8005902
3,8006249,8007836
3,8008534,8009590
3,8009540,8010862
3,8011724,8013941
3,8014809,8015960
3,8016051,8017508
3,8017633,8020508
3,8017654,8019552
3,8021229,8024594
3,8024794,8025906
3,8026202,8027274
3,8028961,8030100
3,8030474,8030629
3,8031341,8032459
3,8032917,8036005
3,8037139,8040152
3,8044410,8048263
3,8047684,8048667
3,8048802,8052504
3,8052219,8058782
3,8062712,8064649
3,8068418,8071795
3,8073258,8074178
3,8078789,8081059
3,8084405,8085669
3,8087238,8088824
3,8088810,8090470
3,8090654,8093248
3,8096230,8097471
3,8097678,8100932
3,8112614,8115024
3,8115065,8116253
3,8116292,8119490
3,8122598,8123432
3,8124020,8125931
3,8130391,8131130
3,8131468,8132706
3,8134077,8136204
3,8136181,8138084
3,8139185,8142052
3,8142070,8143027
3,8152038,8154149
3,8160075,8163788
3,8163941,8166350
3,8172479,8174142
3,8174341,8176911
3,8177002,8180122
3,8180646,8182095
3,8194606,8197161
3,8200636,8203335
3,8203393,8207419
3,8207287,8209329
3,8214289,8217206
3,8220682,8226400
3,8222364,8224871
3,8227222,8229619
3,8234261,8234588
3,8234314,8234559
3,8242256,8243372
3,8250519,8251483
3,8252138,8253196
3,8254559,8257888
3,8259774,8262089
3,8264650,8265060
3,8266218,8266585
3,8267920,8268961
3,8272138,8272657
3,8273772,8275565
3,8276808,8278561
3,8279271,8280912
3,8281338,8282786
3,8283003,8285081
3,8287942,8288602
3,8289379,8290164
3,8295617,8296604
3,8300381,8300833
3,8309209,8310910
3,8311722,8313125
3,8313334,8314575
3,8316218,8320487
3,8321329,8324477
3,8326628,8328557
3,8332797,8336235
3,8338871,8343737
3,8344629,8345204
3,8345770,8347142
3,8347127,8349514
3,8350803,8354021
3,8354077,8355410
3,8355238,8356393
3,8357569,8361171
3,8373375,8375098
3,8375333,8376436
3,8376444,8378364
3,8382672,8386181
3,8386273,8387366
3,8387398,8393467
3,8404062,8405289
3,8410048,8412213
3,8412319,8414376
3,8414616,8418784
3,8418778,8422975
3,8422649,8424652
3,8427557,8433340
3,8436436,8442847
3,8443233,8448341
3,8448273,8450799
3,8453903,8456708
3,8457767,8459990
3,8459838,8462815
3,8467398,8473627
3,8473627,8476024
3,8476482,8477392
3,8477800,8479877
3,8480025,8482222
3,8488695,8490266
3,8496440,8497281
3,8497679,8498390
3,8499727,8499888
3,8501556,8509649
3,8510689,8511196
3,8513453,8517944
3,8519136,8525289
3,8526366,8527173
3,8527239,8528317
3,8528609,8531358
3,8531374,8533834
3,8533848,8536541
3,8536850,8537273
3,8544798,8545613
3,8550037,8551403
3,8551772,8554839
3,8558060,8561766
3,8562745,8564717
3,8565494,8567496
3,8567572,8574209
3,8575051,8581331
3,8581446,8583987
3,8586359,8587271
3,8587622,8589754
3,8603212,8605810
3,8606429,8608297
3,8610979,8612742
3,8616804,8619285
3,8619192,8621949
3,8621986,8623214
3,8624636,8631392
3,8631482,8636066
3,8636331,8639580
3,8641181,8644449
3,8646746,8647947
3,8648669,8652605
3,8652908,8654164
3,8655023,8657439
3,8657736,8658980
3,8660447,8661688
3,8662413,8668040
3,8668772,8672578
3,8672718,8674881
3,8675905,8678286
3,8678678,8679656
3,8679819,8680905
3,8680877,8683289
3,8685739,8687726
3,8689589,8690032
3,8690574,8691155
3,8692191,8692676
3,8693061,8694770
3,8694867,8697142
3,8697685,8701052
3,8701322,8702466
3,8703220,8704311
3,8704208,8705550
3,8705608,8708336
3,8711663,8713424
3,8715118,8718211
3,8724097,8725986
3,8726056,8729427
3,8729354,8734624
3,8734611,8741819
3,8743113,8747901
3,8747831,8751685
3,8753385,8756151
3,8761419,8763303
3,8768846,8769695
3,8774541,8777612
3,8780238,8784453
3,8786689,8787391
3,8788814,8793371
3,8793837,8794961
3,8796541,8797031
3,8798934,8799482
3,8801400,8802890
3,8805519,8807460
3,8811011,8812483
3,8820426,8822822
3,8822924,8829728
3,8830336,8831838
3,8831935,8835829
3,8837542,8839702
3,8839670,8842929
3,8862813,8865239
3,8868583,8872346
3,8875784,8878481
3,8880012,8881779
3,8885818,8893203
3,8887006,8888364
3,8894870,8895140
3,8901154,8902835
3,8910422,8912223
3,8912343,8918288
3,8918267,8919683
3,8919560,8923296
3,8927864,8929376
3,8930098,8930638
3,8931916,8932813
3,8933920,8934390
3,8934408,8936298
3,8937382,8938949
3,8937588,8937776
3,8938106,8938641
3,8941066,8942874
3,8945385,8948017
3,8951868,8952761
3,8952800,8955648
3,8956257,8957667
3,8960095,8963568
3,8963770,8966616
3,8966521,8968676
3,8968261,8968623
3,8969162,8970298
3,8970632,8972464
3,8972195,8973319
3,8973520,8974867
3,8975366,8976575
3,8980400,8982903
3,8987835,8990889
3,8992265,8992948
3,8997370,9001185
3,9003569,9005943
3,9005939,9008801
3,9020651,9021491
3,9022281,9023453
3,9024167,9024367
3,9024943,9030311
3,9029758,9030894
3,9031078,9033850
3,9035980,9037785
3,9040014,9042093
3,9046293,9047463
3,9049090,9051752
3,9052869,9054591
3,9055509,9058020
3,9060836,9062003
3,9062354,9064476
3,9064525,9066180
3,9066601,9070661
3,9071105,9072184
3,9073623,9074682
3,9074665,9085419
3,9085720,9096689
3,9097391,9099073
3,9099060,9101991
3,9103981,9109606
3,9106000,9109971
3,9110057,9112936
3,9111934,9112416
3,9112961,9113518
3,9113875,9116673
3,9114546,9114707
3,9116684,9119804
3,9120859,9123562
3,9124270,9126377
3,9126851,9128416
3,9128421,9130452
3,9132068,9134099
3,9136631,9138052
3,9140039,9141094
3,9143916,9146236
3,9146271,9148525
3,9149528,9151334
3,9152170,9153944
3,9154508,9157012
3,9156822,9160100
3,9160168,9162220
3,9163340,9163938
3,9165667,9166820
3,9167138,9169301
3,9174398,9175866
3,9176932,9178268
3,9180244,9181955
3,9182616,9184679
3,9184688,9184792
3,9188096,9191630
3,9192493,9193615
3,9195334,9197126
3,9199438,9202000
3,9202692,9203671
3,9203934,9204965
3,9206183,9208036
3,9208861,9210653
3,9212862,9214283
3,9214278,9216663
3,9217832,9220836
3,9221135,9223866
3,9223956,9225774
3,9231581,9232666
3,9232821,9235215
3,9235171,9236648
3,9241725,9243485
3,9243096,9243600
3,9251093,9255083
3,9260826,9263742
3,9263795,9268972
3,9269277,9271465
3,9271515,9273751
3,9274335,9276685
3,9276845,9278691
3,9278878,9279587
3,9279513,9282906
3,9287178,9289338
3,9290253,9290810
3,9291620,9292092
3,9292345,9294456
3,9295175,9298746
3,9301747,9304088
3,9305696,9306766
3,9306776,9307967
3,9308744,9313599
3,9316074,9319660
3,9333662,9334889
3,9335876,9336459
3,9337431,9338075
3,9339342,9342223
3,9344313,9346424
3,9349612,9352427
3,9352444,9357953
3,9358719,9360582
3,9369499,9371487
3,9373118,9373413
3,9375102,9375671
3,9379916,9380152
3,9380234,9381405
3,9393511,9394334
3,9396272,9397766
3,9397784,9399805
3,9400955,9402088
3,9403779,9405338
3,9406669,9408071
3,9409160,9411090
3,9413052,9415240
3,9422476,9426049
3,9426238,9428277
3,9430762,9434000
3,9439146,9442774
3,9447409,9451037
3,9451861,9457554
3,9458178,9458954
3,9459411,9460299
3,9460433,9463013
3,9463305,9464676
3,9469105,9470033
3,9470357,9471039
3,9475350,9477590
3,9480746,9482962
3,9486168,9486924
3,9489221,9491130
3,9491055,9492655
3,9492765,9494302
3,9494626,9496092
3,9496102,9497271
3,9498439,9499932
3,9500016,9502253
3,9503056,9504680
3,9504677,9506787
3,9506778,9509302
3,9511901,9513316
3,9513645,9516930
3,9516953,9519563
3,9519741,9521094
3,9521737,9524583
3,9524590,9526501
3,9526687,9528703
3,9528774,9530582
3,9530595,9532613
3,9532613,9535629
3,9536859,9540453
3,9541483,9542164
3,9542268,9544497
3,9546259,9549453
3,9551789,9555667
3,9551812,9553602
3,9556060,9557425
3,9559555,9563322
3,9565083,9565375
3,9565627,9567226
3,9568280,9569886
3,9573263,9575215
3,9578032,9580113
3,9583465,9585109
3,9589249,9591179
3,9592727,9595283
3,9595930,9597927
3,9597941,9599988
3,9602005,9602921
3,9603179,9604476
3,9603889,9607193
3,9611696,9613168
3,9627562,9629200
3,9630128,9632145
3,9632608,9634822
3,9638954,9640918
3,9640932,9642779
3,9644319,9646093
3,9646784,9648658
3,9650316,9652936
3,9653660,9655495
3,9654475,9654538
3,9655499,9656545
3,9656680,9659945
3,9660006,9663325
3,9663450,9663950
3,9665548,9666307
3,9666449,9669426
3,9669415,9671348
